document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
829bd66e747e61902f22af2c0ff0d4f8090d2242,valid,Why does Soames get upset with Beerbohm?,He thinks Beerbohm wrote bad stuff about him,Beerbohm wrote a fictional story about Soames.,Why does Soames get upset with Beerbohm ?,He thinks Beerbohm wrote bad stuff about him,Beerbohm wrote a fictional story about Soames .
829bd66e747e61902f22af2c0ff0d4f8090d2242,valid,What does Soames ask of Beerbohm before leaving for Hell?,He want Beerbohm to make sure people knew he was real,to try to make people believe he existed,What does Soames ask of Beerbohm before leaving for Hell ?,He want Beerbohm to make sure people knew he was real,to try to make people believe he existed
829bd66e747e61902f22af2c0ff0d4f8090d2242,valid,Who wrote the scholary article which declared Soames to be fictional?,T. K. Nupton,T.K..Nupton.,Who wrote the scholary article which declared Soames to be fictional ?,T. K. Nupton,T.K..Nupton .
84419aee286a289ad219d380579e3b92ae2b6679,test,From what state is Tom Gruneman?,Pennsylvania,Pennsylvania ,From what state is Tom Gruneman ?,Pennsylvania,Pennsylvania
84419aee286a289ad219d380579e3b92ae2b6679,test,Whose phone does John Klute tap?,Bree Daniels,Bree Daniels,Whose phone does John Klute tap ?,Bree Daniels,Bree Daniels
84419aee286a289ad219d380579e3b92ae2b6679,test,Frank Ligourin is what to Bree Daniels?,Former pimp,Her former pimp,Frank Ligourin is what to Bree Daniels ?,Former pimp,Her former pimp
84419aee286a289ad219d380579e3b92ae2b6679,test,Bree Daniels suffers from what paranoia?,That she is being watched.,being watched,Bree Daniels suffers from what paranoia ?,That she is being watched .,being watched
84419aee286a289ad219d380579e3b92ae2b6679,test,Arlyn Page's body is found where?,Kill Van Knull,In the Kill Van Kull.,Arlyn Page s body is found where ?,Kill Van Knull,In the Kill Van Kull .
84419aee286a289ad219d380579e3b92ae2b6679,test,John Klute traces the letters to who? ,Peter Cable,Peter Cable,John Klute traces the letters to who ?,Peter Cable,Peter Cable
84419aee286a289ad219d380579e3b92ae2b6679,test,Why did Peter Cable Kill Tom Gruneman?,Tom Gruneman witnessed Peter Cable attacking a prostitute.,Gruneman interrupted him attacking a prostitute,Why did Peter Cable Kill Tom Gruneman ?,Tom Gruneman witnessed Peter Cable attacking a prostitute .,Gruneman interrupted him attacking a prostitute
84419aee286a289ad219d380579e3b92ae2b6679,test,How does Peter Cable die?,Fall from window,He either jumps out a window or is pushed out.,How does Peter Cable die ?,Fall from window,He either jumps out a window or is pushed out .
84419aee286a289ad219d380579e3b92ae2b6679,test,John Klute has a romantic relationship with whom?,Bree Daniels,The callgirl Bree Daniels.,John Klute has a romantic relationship with whom ?,Bree Daniels,The callgirl Bree Daniels .
84419aee286a289ad219d380579e3b92ae2b6679,test,Bree Daniels see what sort of doctor?,Psychiatrist ,psychiatrist,Bree Daniels see what sort of doctor ?,Psychiatrist,psychiatrist
84419aee286a289ad219d380579e3b92ae2b6679,test,"How much did Klute pay for the ""Black Book"" he purchased?",$500,$500,How much did Klute pay for the Black Book he purchased ?,$ 500,$ 500
84419aee286a289ad219d380579e3b92ae2b6679,test,What does Klute do to Daniel's phone after moving into the basement?,Taps it,He taps it,What does Klute do to Daniel s phone after moving into the basement ?,Taps it,He taps it
84419aee286a289ad219d380579e3b92ae2b6679,test,What does Daniels admit to Klute after they develop a romance?,Feeling numb and being watched.,A paranoia of being watched ,What does Daniels admit to Klute after they develop a romance ?,Feeling numb and being watched .,A paranoia of being watched
84419aee286a289ad219d380579e3b92ae2b6679,test,Where does Klute rent the apartment?,In the basement of Daniel's building,In the basement of Bree building.,Where does Klute rent the apartment ?,In the basement of Daniel s building,In the basement of Bree building .
84419aee286a289ad219d380579e3b92ae2b6679,test,Where was the obscene letter found?,Gruneman's office,On Tom Gruneman's desk.,Where was the obscene letter found ?,Gruneman s office,On Tom Gruneman s desk .
84419aee286a289ad219d380579e3b92ae2b6679,test,Where does Page's body turn up?,In the Kill Van Kul.,Kill van kull,Where does Page s body turn up ?,In the Kill Van Kul .,Kill van kull
84419aee286a289ad219d380579e3b92ae2b6679,test,What was the name of Daniel's former pimp?,Frank Ligourin,Frank Ligourin  ,What was the name of Daniel s former pimp ?,Frank Ligourin,Frank Ligourin
84419aee286a289ad219d380579e3b92ae2b6679,test,"What does Klute do after linking the ""suicide"" cases of the prostitutes?",He revisits Gruneman's contacts.,He tricks Cable into thinking that he is about to reveal Cable's identity.,What does Klute do after linking the suicide cases of the prostitutes ?,He revisits Gruneman s contacts .,He tricks Cable into thinking that he is about to reveal Cable s identity .
84419aee286a289ad219d380579e3b92ae2b6679,test,Who are the obscene letters of Gruneman's linked to?,Cable,Bree Daniels,Who are the obscene letters of Gruneman s linked to ?,Cable,Bree Daniels
84419aee286a289ad219d380579e3b92ae2b6679,test,What are police investigating at the beginning of the story?,The disappearance of businessman Tom Gruneman,The disappearance of Tom Gruneman ,What are police investigating at the beginning of the story ?,The disappearance of businessman Tom Gruneman,The disappearance of Tom Gruneman
84419aee286a289ad219d380579e3b92ae2b6679,test,What do police discover in Gruneman's office during the investigation?,An obscene letter,An obscene letter,What do police discover in Gruneman s office during the investigation ?,An obscene letter,An obscene letter
84419aee286a289ad219d380579e3b92ae2b6679,test,To whom is the obscene letter addressed?,Bree Daniels,Bree Daniels,To whom is the obscene letter addressed ?,Bree Daniels,Bree Daniels
84419aee286a289ad219d380579e3b92ae2b6679,test,What is Bree Daniels' profession?,She is a prostitute.,prostitution,What is Bree Daniels ' profession ?,She is a prostitute .,prostitution
84419aee286a289ad219d380579e3b92ae2b6679,test,How is Peter Cable connected to Tom Gruneman?,Peter Cable is an executive at Tom Gruneman's company.,Cable attempted to frame Gruneman for murders that Cable committed.,How is Peter Cable connected to Tom Gruneman ?,Peter Cable is an executive at Tom Gruneman s company .,Cable attempted to frame Gruneman for murders that Cable committed .
84419aee286a289ad219d380579e3b92ae2b6679,test,Who does Peter Cable hire to investigate Gruneman's disappearance?,John Klute.,John Klute,Who does Peter Cable hire to investigate Gruneman s disappearance ?,John Klute .,John Klute
84419aee286a289ad219d380579e3b92ae2b6679,test,Where does John Klute rent an apartment in order to keep tabs on Bree Daniels?,In the basement of her building.,in the basement of Daniels' building,Where does John Klute rent an apartment in order to keep tabs on Bree Daniels ?,In the basement of her building .,in the basement of Daniels ' building
84419aee286a289ad219d380579e3b92ae2b6679,test,What is the name of the prostitute who pased the abusive client onto Bree and Arlyn Page?,Jane McKenna,Jane McKenna,What is the name of the prostitute who pased the abusive client onto Bree and Arlyn Page ?,Jane McKenna,Jane McKenna
84419aee286a289ad219d380579e3b92ae2b6679,test,To whom does Klute trace the obscene letters?,Peter Cable,Cable,To whom does Klute trace the obscene letters ?,Peter Cable,Cable
84419aee286a289ad219d380579e3b92ae2b6679,test,"Who confesses to killing Gruneman, McKenna and Page?",Peter Cable,Peter Cable.,"Who confesses to killing Gruneman , McKenna and Page ?",Peter Cable,Peter Cable .
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Where does Diana go on her month-long trip?,The desert,The desert,Where does Diana go on her month-long trip ?,The desert,The desert
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Who kidnaps Diana in the desert?,Ahmed Ben Hassan,the Sheik,Who kidnaps Diana in the desert ?,Ahmed Ben Hassan,the Sheik
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,How did Diana's father due?,He died from the grief he  suffered from the death of Diana's mother.,He killed himself ,How did Diana s father due ?,He died from the grief he suffered from the death of Diana s mother .,He killed himself
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Why does Ahmed rape and mistreat Diana?,Because Diana is of Endlish descent.,she is English,Why does Ahmed rape and mistreat Diana ?,Because Diana is of Endlish descent .,she is English
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Why does Ahmed hate English people?,Ahmed's father was of Enflish descent and terribly mistreated Ahmed's mother.,his English father mistreated his mother,Why does Ahmed hate English people ?,Ahmed s father was of Enflish descent and terribly mistreated Ahmed s mother .,his English father mistreated his mother
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,How many times is Diana kidnapped in the story?,Twice,Once,How many times is Diana kidnapped in the story ?,Twice,Once
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,When does Ahmed realize he is in love with Diana?,Ahmed realizes he is in love with Diana when she is kid napped by his rival.,when she is kidnapped,When does Ahmed realize he is in love with Diana ?,Ahmed realizes he is in love with Diana when she is kid napped by his rival .,when she is kidnapped
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,When does Diana realize she is in love with Ahmed?,Diana realizes she is in love with Ahmed when he recaptures her from his rival who kidnapped her.,After she's recaptured,When does Diana realize she is in love with Ahmed ?,Diana realizes she is in love with Ahmed when he recaptures her from his rival who kidnapped her .,After she s recaptured
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,What is Diana's brother's name?,Sir Aubrey Mayo,Aubrey,What is Diana s brother s name ?,Sir Aubrey Mayo,Aubrey
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Why does Ahmed want to send Dana away from him?,Ahmed wants to send Diana away because of his,He loves her and does not want to mistreat her anymore.,Why does Ahmed want to send Dana away from him ?,Ahmed wants to send Diana away because of his,He loves her and does not want to mistreat her anymore .
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Why did Diana grow up tomboyish?,Her parents died when she was young,Parents died,Why did Diana grow up tomboyish ?,Her parents died when she was young,Parents died
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Where does Diana want to travel to at the beginning of the story?,the desert,desert,Where does Diana want to travel to at the beginning of the story ?,the desert,desert
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,"Who betrayed Diana, allowing her to be kidnapped?",her guide,"Her guide, who was easily bribed.","Who betrayed Diana , allowing her to be kidnapped ?",her guide,"Her guide , who was easily bribed ."
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Who was overseeing Diana when she first escaped?,Gaston,Gaston,Who was overseeing Diana when she first escaped ?,Gaston,Gaston
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,"When Diana first fell in love with Ahmed, why would he send her away if he learned of her love for him?",He finds love dull.,He says he finds love dull.,"When Diana first fell in love with Ahmed , why would he send her away if he learned of her love for him ?",He finds love dull .,He says he finds love dull .
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Why does Ahmed constantly punish Diana?,she is English,"Because she is of English descent, and he is ingratiated to hate the English.",Why does Ahmed constantly punish Diana ?,she is English,"Because she is of English descent , and he is ingratiated to hate the English ."
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Who is wounded trying to save Diana?,Ahmed,Ahmed,Who is wounded trying to save Diana ?,Ahmed,Ahmed
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,What nationality was Ahmed's mother?,Spanish,His mother was Spanish.,What nationality was Ahmed s mother ?,Spanish,His mother was Spanish .
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,What does Diana do with a revolver when Ahmed decides to send her away?,tries to kill herself,Tries to shoot herself.,What does Diana do with a revolver when Ahmed decides to send her away ?,tries to kill herself,Tries to shoot herself .
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,"What did Diana refuse before she left on her journey, demonstrating her independence?",a marriage proposal,Marriage proposal,"What did Diana refuse before she left on her journey , demonstrating her independence ?",a marriage proposal,Marriage proposal
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,What does Diana reveal at the dance in Biskra?,That she is going on a trip into the desert.,she is leaving,What does Diana reveal at the dance in Biskra ?,That she is going on a trip into the desert .,she is leaving
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,What best describes Diana?,She is an independent minded tomboy.,Independent.,What best describes Diana ?,She is an independent minded tomboy .,Independent .
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,What happens that prolongs Diana's trip into the desert?,She is kidnapped.,She is kidnapped by a rival Sikh.,What happens that prolongs Diana s trip into the desert ?,She is kidnapped .,She is kidnapped by a rival Sikh .
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Why does Ahmed mistreat Diana?,He hates English people.,Because she is English,Why does Ahmed mistreat Diana ?,He hates English people .,Because she is English
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,What nationality is Ahmed's mother?,She is Spanish.,His mother was Spanish.,What nationality is Ahmed s mother ?,She is Spanish .,His mother was Spanish .
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,How does Diana feel when Ahmed tells her to leave?,She is upset.,Sad,How does Diana feel when Ahmed tells her to leave ?,She is upset .,Sad
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Why does Diana put a gun to her own head?,She doesn't want to leave Ahmed.,suicide,Why does Diana put a gun to her own head ?,She does n't want to leave Ahmed .,suicide
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,Who travels with Diana into the desert?,A guide.,Her Arab guide.,Who travels with Diana into the desert ?,A guide .,Her Arab guide .
86fc18a4b6b2079beea7ee8c92ec1850d24a04e2,valid,When does Diana realize that she is in love with Ahmed?,During the ride back to camp.,when her escape attempt is foiled,When does Diana realize that she is in love with Ahmed ?,During the ride back to camp .,when her escape attempt is foiled
8932752af63261f435156ff18c41d3da39c3d5c6,test,What english lawyer visits Cedric and his mother?,Havisham,Havisham,What english lawyer visits Cedric and his mother ?,Havisham,Havisham
8932752af63261f435156ff18c41d3da39c3d5c6,test,How is the Earl of Dorincourt related to the young Earl?,That is his Grandfather,He is the young Earl's grandfather,How is the Earl of Dorincourt related to the young Earl ?,That is his Grandfather,He is the young Earl s grandfather
8932752af63261f435156ff18c41d3da39c3d5c6,test,Who despises America?,Earl of Dorincourt,The Earl of Dorincourt,Who despises America ?,Earl of Dorincourt,The Earl of Dorincourt
8932752af63261f435156ff18c41d3da39c3d5c6,test,What title did Cedric inherit?,Lord Fauntleroy,Lord Fauntleroy ,What title did Cedric inherit ?,Lord Fauntleroy,Lord Fauntleroy
8932752af63261f435156ff18c41d3da39c3d5c6,test,Where does Cedric's grandfather want him to live? ,England,England,Where does Cedric s grandfather want him to live ?,England,England
8932752af63261f435156ff18c41d3da39c3d5c6,test,What is Mr. Hobb's occupation?,He is a grocer,Grocer,What is Mr. Hobb s occupation ?,He is a grocer,Grocer
8932752af63261f435156ff18c41d3da39c3d5c6,test,What is Dick Tipton's older brother's name? ,Benjamin,Benjamin,What is Dick Tipton s older brother s name ?,Benjamin,Benjamin
8932752af63261f435156ff18c41d3da39c3d5c6,test,What state did Benjamin move to?,California,California ,What state did Benjamin move to ?,California,California
8932752af63261f435156ff18c41d3da39c3d5c6,test,What type of business did Benjamin open in California?,A cattle ranch,a cattle ranch,What type of business did Benjamin open in California ?,A cattle ranch,a cattle ranch
8932752af63261f435156ff18c41d3da39c3d5c6,test,What person is homeless? ,Dick Tipton,Dick Tipton,What person is homeless ?,Dick Tipton,Dick Tipton
8932752af63261f435156ff18c41d3da39c3d5c6,test,How did Cedric find out he was the heir to his grandfather's estate? ,Havisham traveled from England to deliver the news,From a lawyer,How did Cedric find out he was the heir to his grandfather s estate ?,Havisham traveled from England to deliver the news,From a lawyer
8932752af63261f435156ff18c41d3da39c3d5c6,test,Who is Benjamin to the alleged heir?,Benjamin is the boy's father,the alleged heir's mother is Benjamin's former wife,Who is Benjamin to the alleged heir ?,Benjamin is the boy s father,the alleged heir s mother is Benjamin s former wife
8932752af63261f435156ff18c41d3da39c3d5c6,test,Who is the mother of the alleged heir to Benjamin? ,Benjamin's former wife,Benjamin's former wife,Who is the mother of the alleged heir to Benjamin ?,Benjamin s former wife,Benjamin s former wife
8932752af63261f435156ff18c41d3da39c3d5c6,test,Who traveled to England to investigate the validity of the boy claiming to be the heir to Cedric's inheritance? ,Dick and Benjamin,Dick and Benjamin,Who traveled to England to investigate the validity of the boy claiming to be the heir to Cedric s inheritance ?,Dick and Benjamin,Dick and Benjamin
8932752af63261f435156ff18c41d3da39c3d5c6,test,What is the title Cedric inherits? ,Lord Flaunteroy,Lord Fauntleroy.,What is the title Cedric inherits ?,Lord Flaunteroy,Lord Fauntleroy .
8932752af63261f435156ff18c41d3da39c3d5c6,test,Who is the Earl of Dorincourt to Cedric Errol? ,His grandfather,Cedric's grandfather.,Who is the Earl of Dorincourt to Cedric Errol ?,His grandfather,Cedric s grandfather .
8932752af63261f435156ff18c41d3da39c3d5c6,test,"Cedric's grandfather initially wanted nothing to do with Cedric's mother, what made him change his mind? ","He realized she was far superior to the imposter, the alleged heir's mother, Benjamin's former wife",His understanding that she is superior to the lady who posed as Cedric's mother.,"Cedric s grandfather initially wanted nothing to do with Cedric s mother , what made him change his mind ?","He realized she was far superior to the imposter , the alleged heir s mother , Benjamin s former wife",His understanding that she is superior to the lady who posed as Cedric s mother .
8932752af63261f435156ff18c41d3da39c3d5c6,test,What did Cedric's grandfather wish to teach him? ,How to be an aristocrat,How to be an aristocrat ,What did Cedric s grandfather wish to teach him ?,How to be an aristocrat,How to be an aristocrat
8932752af63261f435156ff18c41d3da39c3d5c6,test,Where does Benjamin move?,To California,California ,Where does Benjamin move ?,To California,California
8932752af63261f435156ff18c41d3da39c3d5c6,test,Who do the tenants think does all of their kind things?,Cedric,the child,Who do the tenants think does all of their kind things ?,Cedric,the child
8932752af63261f435156ff18c41d3da39c3d5c6,test,Why does Cedric's grandfather not like his mother?,Because she is an American and not an aristocrat,because she was an american ,Why does Cedric s grandfather not like his mother ?,Because she is an American and not an aristocrat,because she was an american
8932752af63261f435156ff18c41d3da39c3d5c6,test,Where is Cedric's father?,He died,His father is dead,Where is Cedric s father ?,He died,His father is dead
8932752af63261f435156ff18c41d3da39c3d5c6,test,Who was the heir before Cedric?,His uncles,Cedric's uncles who are now dead,Who was the heir before Cedric ?,His uncles,Cedric s uncles who are now dead
8932752af63261f435156ff18c41d3da39c3d5c6,test,What does the Earl offer to Cedrics mother?,Money and a house,A house and guaranteed income.,What does the Earl offer to Cedrics mother ?,Money and a house,A house and guaranteed income .
8932752af63261f435156ff18c41d3da39c3d5c6,test,What is the role of Mr. Hobbs?,He is a friend of the family,Cedric's old friend,What is the role of Mr. Hobbs ?,He is a friend of the family,Cedric s old friend
8932752af63261f435156ff18c41d3da39c3d5c6,test,Where does the Earl take Cedric to?,his home in Engalnd,England ,Where does the Earl take Cedric to ?,his home in Engalnd,England
8932752af63261f435156ff18c41d3da39c3d5c6,test,Where does Cedric live with his mother?,In New York,A New York sidestreet.,Where does Cedric live with his mother ?,In New York,A New York sidestreet .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,How many parts is our knowing consciousness divisible into?,Two. ,Two.,How many parts is our knowing consciousness divisible into ?,Two .,Two .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,Which specific parts are our knowing consciousness divisible into?,Subject and object.,Subject and object.,Which specific parts are our knowing consciousness divisible into ?,Subject and object .,Subject and object .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What is the law of causality applicable to?,Changes.,The aspect of becoming.,What is the law of causality applicable to ?,Changes .,The aspect of becoming .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What follows a cause?,The effect.,The effect.,What follows a cause ?,The effect .,The effect .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What cannot become an object for us?,Nothing existing by itself and independent and nothing single nor detached can become an object for us.,nothing single and detached,What can not become an object for us ?,Nothing existing by itself and independent and nothing single nor detached can become an object for us .,nothing single and detached
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,Where are aspects and abstract representations drawn from?,Representations of intuitive perception.,representations of intuitive perception,Where are aspects and abstract representations drawn from ?,Representations of intuitive perception .,representations of intuitive perception
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,When does the law of motivation appear?,In the fourth aspect.,"In the fourth aspect, dealing with actions.",When does the law of motivation appear ?,In the fourth aspect .,"In the fourth aspect , dealing with actions ."
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,When can the conclusion follow?,When certain premises are given.,if certain premises are given,When can the conclusion follow ?,When certain premises are given .,if certain premises are given
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What does the thirsd aspect of the principle cover?,Being in space and time.,"The existence of one relation implies the other, like the angles and sides of a triangle.",What does the thirsd aspect of the principle cover ?,Being in space and time .,"The existence of one relation implies the other , like the angles and sides of a triangle ."
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What inevitable ensues on a given motive?,A definite course of action.,definite course of action,What inevitable ensues on a given motive ?,A definite course of action .,definite course of action
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,Who is the translator of Schopenhauer's work?,E. F. J. Payne is the translator. ,E.F.J. Payne,Who is the translator of Schopenhauer s work ?,E. F. J. Payne is the translator .,E.F.J . Payne
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What two parts make up our knowing consciousness?,Subject and object are the two parts. ,subject and object,What two parts make up our knowing consciousness ?,Subject and object are the two parts .,subject and object
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,To be object for subject is the same as what?,To be our representation or mental picture is the same thing. ,To be a mental picture or our representation.,To be object for subject is the same as what ?,To be our representation or mental picture is the same thing .,To be a mental picture or our representation .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,Representations are objects for what?,They are objects for subjects. ,The subject.,Representations are objects for what ?,They are objects for subjects .,The subject .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,"Because of the connection between the two, what cannot happen?",Nothing can exist by itself and independent.,Nothing can become object for us.,"Because of the connection between the two , what can not happen ?",Nothing can exist by itself and independent .,Nothing can become object for us .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What cannot become an object for us?,Something single and detached cannot become an object for us. ,"Something that exists by itself, independently.",What can not become an object for us ?,Something single and detached can not become an object for us .,"Something that exists by itself , independently ."
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What is the first aspect of this principle?,The first aspect is that of becoming.,becoming,What is the first aspect of this principle ?,The first aspect is that of becoming .,becoming
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What is the law of casuality applicable to?,It is only applicable to change. ,The first aspect of the principle.,What is the law of casuality applicable to ?,It is only applicable to change .,The first aspect of the principle .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,"If a cause if given, what must follow?",The effect must follow the cause. ,The effect.,"If a cause if given , what must follow ?",The effect must follow the cause .,The effect .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,How many total aspects are there in this priciple?,There are four total aspects. ,Four.,How many total aspects are there in this priciple ?,There are four total aspects .,Four .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What are our objects for the subjects?,Representations,Represetations.,What are our objects for the subjects ?,Representations,Represetations .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What is divisible into subject and object?,Our knowing consciousness,our knowing consciousness ,What is divisible into subject and object ?,Our knowing consciousness,our knowing consciousness
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What is the first aspect?,Becoming,Becoming.,What is the first aspect ?,Becoming,Becoming .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What is the second aspect?,Concepts,concepts or abstract representations,What is the second aspect ?,Concepts,concepts or abstract representations
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What is the third aspect?,Being in space and time.,The principle of being in space and time.,What is the third aspect ?,Being in space and time .,The principle of being in space and time .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What is the fourth aspect?,Actions,deals with action,What is the fourth aspect ?,Actions,deals with action
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What law is involved in the fourth aspect?,Motivation,motivation,What law is involved in the fourth aspect ?,Motivation,motivation
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What is the law involved in the first aspect?,Causality,The law of causality.,What is the law involved in the first aspect ?,Causality,The law of causality .
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What law revolves around a definite course of action?,The law of motivation,The law of motivation,What law revolves around a definite course of action ?,The law of motivation,The law of motivation
8bfe5ad8b198f6fcab9472f84b14fd6189d94e34,test,What must follow if cause is a given?,Effect,The effect.,What must follow if cause is a given ?,Effect,The effect .
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What is Trot's real name? ,Mayre Griffiths?,Mayre,What is Trot s real name ?,Mayre Griffiths ?,Mayre
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What's another nickname for Trot?,Tiny Trot,Tiny Trot,What s another nickname for Trot ?,Tiny Trot,Tiny Trot
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What does Trot wish to see? ,A mermaid,mermaid,What does Trot wish to see ?,A mermaid,mermaid
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What does the octopus learn about the Standard Oil Company?,That he is their symbol,he is their symbol,What does the octopus learn about the Standard Oil Company ?,That he is their symbol,he is their symbol
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What is the name of the villain?,Zog the magician,Dog the magician.,What is the name of the villain ?,Zog the magician,Dog the magician .
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,How is the villain eventually defeated?,By the forces of good,by the forces of good,How is the villain eventually defeated ?,By the forces of good,by the forces of good
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,Where is Mayre Griffiths from?,Southern California,The coast of southern California.,Where is Mayre Griffiths from ?,Southern California,The coast of southern California .
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,Who is Trot's companion?,Cap'n Bill Weedles,Cap'n Bill,Who is Trot s companion ?,Cap'n Bill Weedles,Cap'n Bill
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,Why didn't Cap'n Bill Weedles let Trot go with the mermaids alone?,Because he was very loyal to her,his loyalty wouldn't allow him to let her go off alone,Why did n't Cap'n Bill Weedles let Trot go with the mermaids alone ?,Because he was very loyal to her,his loyalty would n't allow him to let her go off alone
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,Who was King Anko married to?,Queen Aquarine,Queen Aquarine,Who was King Anko married to ?,Queen Aquarine,Queen Aquarine
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,Who is Trot's companion in the story?,Cap'n Bill Weedles,Cap'n Bill,Who is Trot s companion in the story ?,Cap'n Bill Weedles,Cap'n Bill
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What was the symbol of the Standard Oil Company?,An octopus,An octopus.,What was the symbol of the Standard Oil Company ?,An octopus,An octopus .
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What is Trot's father's occupation?,Captain,Sea captain,What is Trot s father s occupation ?,Captain,Sea captain
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What defeats Zog?,The forces of good,The power of goodness,What defeats Zog ?,The forces of good,The power of goodness
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,When was Trot's wish to see a mermaid granted?,The next day,the next day,When was Trot s wish to see a mermaid granted ?,The next day,the next day
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What is Trot's father's first name?,Charlie,Charlie,What is Trot s father s first name ?,Charlie,Charlie
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,Where does Trot live?,The coast of southern California,Southern California,Where does Trot live ?,The coast of southern California,Southern California
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,How was Cap'n Bill feeling when they met the mermaids?,Distressed,distressed,How was Cap'n Bill feeling when they met the mermaids ?,Distressed,distressed
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,Who holds Cap'n Bill and Trot prisoner?,Zog and his sea devils,Zog.,Who holds Cap'n Bill and Trot prisoner ?,Zog and his sea devils,Zog .
